,image_path,mask_path
985,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/59156e0e-8927-4a76-ae42-533698cfca84.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/59156e0e-8927-4a76-ae42-533698cfca84.png
1022,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/dd527ca1-f396-4a3a-bd33-350df33ca8a2.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/dd527ca1-f396-4a3a-bd33-350df33ca8a2.png
1135,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/45298ce9-5c53-4c41-852b-e0d35eed81df.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/45298ce9-5c53-4c41-852b-e0d35eed81df.png
1151,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/84916f8b-0b53-4297-90f4-54f3ae608f09.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/84916f8b-0b53-4297-90f4-54f3ae608f09.png
1164,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/9d8e7455-3cac-42ee-97a3-b38e0d3d7946.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/9d8e7455-3cac-42ee-97a3-b38e0d3d7946.png
1269,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/22aebd3d-c3a2-4264-af7e-595811b68969.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/22aebd3d-c3a2-4264-af7e-595811b68969.png
1310,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/6f175c68-3942-46de-b6d2-290d5b5249d4.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/6f175c68-3942-46de-b6d2-290d5b5249d4.png
1335,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/6ed00bf2-4575-460a-bda0-c19ea47e3c61.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/6ed00bf2-4575-460a-bda0-c19ea47e3c61.png
1402,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/4f637087-3933-44bc-818c-6796e98de940.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/4f637087-3933-44bc-818c-6796e98de940.png
1404,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/d117c698-5c19-4982-b151-7d03e0c0d99c.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/d117c698-5c19-4982-b151-7d03e0c0d99c.png
1425,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/9cef4b51-0a7d-45ac-9e45-e6d8d9dedff8.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/9cef4b51-0a7d-45ac-9e45-e6d8d9dedff8.png
1460,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/5812f4b2-a992-4439-966c-6f9080462e11.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/5812f4b2-a992-4439-966c-6f9080462e11.png
1489,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/b72114dc-9cdb-4496-9c97-604cb15a13bd.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/b72114dc-9cdb-4496-9c97-604cb15a13bd.png
1544,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/6d5c0afc-a336-422b-9b29-449aae42c838.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/6d5c0afc-a336-422b-9b29-449aae42c838.png
1554,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/a7a0569f-d516-4edb-bdd9-12546ec29257.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/a7a0569f-d516-4edb-bdd9-12546ec29257.png
1597,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/5dd503fd-7f01-45bd-b2bd-bbd75d7f68da.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/5dd503fd-7f01-45bd-b2bd-bbd75d7f68da.png
1667,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/27435aa6-a691-4e0d-b7bc-3caab138ead6.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/27435aa6-a691-4e0d-b7bc-3caab138ead6.png
1720,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/832d3adc-c818-47d9-92e1-d05acf9eedef.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/832d3adc-c818-47d9-92e1-d05acf9eedef.png
1726,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/6d77ff7c-f491-485e-96e6-d8d2c26cdb77.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/6d77ff7c-f491-485e-96e6-d8d2c26cdb77.png
1737,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/0b6986c1-9598-4970-ab01-dec078c6e3d0.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/0b6986c1-9598-4970-ab01-dec078c6e3d0.png
1758,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/78835653-a6d0-43ed-8ea3-d310f6297571.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/78835653-a6d0-43ed-8ea3-d310f6297571.png
1760,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/459b80df-eac6-45eb-9e83-419552a4f2c4.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/459b80df-eac6-45eb-9e83-419552a4f2c4.png
1777,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/1f40e379-0c66-47b7-a6b9-0745fd24a8d7.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/1f40e379-0c66-47b7-a6b9-0745fd24a8d7.png
1844,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/7a561dc1-dce6-4695-85e5-234ccee437f7.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/7a561dc1-dce6-4695-85e5-234ccee437f7.png
1873,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/3270aa25-88d6-42c2-915c-b6f46f9a13a9.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/3270aa25-88d6-42c2-915c-b6f46f9a13a9.png
1883,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/8654b74e-dd14-4c0b-b136-9ef7c2571c2b.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/8654b74e-dd14-4c0b-b136-9ef7c2571c2b.png
1889,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/8cb861a9-a7b8-4780-9115-72cecd16c610.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/8cb861a9-a7b8-4780-9115-72cecd16c610.png
1897,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/c34803ba-5cf4-45c3-823a-238ba7097ba7.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/c34803ba-5cf4-45c3-823a-238ba7097ba7.png
1901,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/8a618787-7a7c-438c-8954-a0f5881622eb.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/8a618787-7a7c-438c-8954-a0f5881622eb.png
1915,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/b43e8c67-aa44-4474-82a6-6e12e1c83960.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/b43e8c67-aa44-4474-82a6-6e12e1c83960.png
2070,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/8c7b1127-adf9-4169-8d23-108638741066.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/8c7b1127-adf9-4169-8d23-108638741066.png
2142,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/880be378-e07a-4d66-b340-fdc96855b274.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/880be378-e07a-4d66-b340-fdc96855b274.png
2210,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/e1c2c6de-6efa-45f7-8d98-e3cd8bc38bd1.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/e1c2c6de-6efa-45f7-8d98-e3cd8bc38bd1.png
2237,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/e1631dd5-56ab-47b4-a727-fdeb4ee2524d.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/e1631dd5-56ab-47b4-a727-fdeb4ee2524d.png
2510,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/32d72426-e941-4755-9faf-d4bf898d41e2.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/32d72426-e941-4755-9faf-d4bf898d41e2.png
2543,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/80f1d2f1-6e79-4d56-a0ce-29d68d2a0a52.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/80f1d2f1-6e79-4d56-a0ce-29d68d2a0a52.png
2590,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/ed2a7780-d0c7-46ea-a540-6c3558c56b77.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/ed2a7780-d0c7-46ea-a540-6c3558c56b77.png
2661,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/095d06e7-85f7-456e-b067-243dfd2bdc7c.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/095d06e7-85f7-456e-b067-243dfd2bdc7c.png
2683,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/2895411f-1779-4450-90a3-4ec1731797f1.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/2895411f-1779-4450-90a3-4ec1731797f1.png
2717,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/9d8247d0-c7d6-4aee-b354-f4c643064c84.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/9d8247d0-c7d6-4aee-b354-f4c643064c84.png
2770,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/4f73000d-cbd4-4adf-96a3-30c9369559a9.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/4f73000d-cbd4-4adf-96a3-30c9369559a9.png
2802,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/618f985a-ae5b-4d9a-bf5a-ed0369cb6ba0.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/618f985a-ae5b-4d9a-bf5a-ed0369cb6ba0.png
2804,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/5c950922-584c-4cd5-bf1c-4d33f94d01a3.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/5c950922-584c-4cd5-bf1c-4d33f94d01a3.png
2826,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/7686207a-2be4-457c-a244-3735f7412244.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/7686207a-2be4-457c-a244-3735f7412244.png
2920,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/4c5981b9-dcb3-4c73-87dd-9b2764af8437.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/4c5981b9-dcb3-4c73-87dd-9b2764af8437.png
2940,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/faa30f1a-d79e-4de6-9051-7a73abb13e1b.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/faa30f1a-d79e-4de6-9051-7a73abb13e1b.png
2960,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/c9bae200-51b1-49c7-9998-83ead443b588.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/c9bae200-51b1-49c7-9998-83ead443b588.png
3011,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/37c47584-fa6c-4886-bdc6-34508215301a.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/37c47584-fa6c-4886-bdc6-34508215301a.png
3164,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/a1bcb3d5-037b-4f45-a58c-42f36a43d370.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/a1bcb3d5-037b-4f45-a58c-42f36a43d370.png
3185,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/e8957bfd-6776-4963-8939-495d2ffb9c9a.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/e8957bfd-6776-4963-8939-495d2ffb9c9a.png
3243,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/94dd8b21-1bdf-4c19-9eef-641e81c96560.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/94dd8b21-1bdf-4c19-9eef-641e81c96560.png
3278,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/7160c7ea-c79a-4b3c-8897-ac563e294774.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/7160c7ea-c79a-4b3c-8897-ac563e294774.png
3286,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/975ef981-0e6b-4b08-895d-134aca1d0652.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/975ef981-0e6b-4b08-895d-134aca1d0652.png
3298,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/52ecb9f4-01a7-4c0b-8533-99054faeacd6.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/52ecb9f4-01a7-4c0b-8533-99054faeacd6.png
3320,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/57d4d7fa-3c0f-4cc8-9ad7-ff81866b0eca.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/57d4d7fa-3c0f-4cc8-9ad7-ff81866b0eca.png
3381,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/19d46b7a-711b-4db8-981e-286c363d3e1d.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/19d46b7a-711b-4db8-981e-286c363d3e1d.png
3455,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/63d43033-8d00-4879-8795-5e0a641d32d3.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/63d43033-8d00-4879-8795-5e0a641d32d3.png
3513,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/aa83b299-6763-49b5-9016-3c6843780a44.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/aa83b299-6763-49b5-9016-3c6843780a44.png
3517,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/b233b2b9-13eb-457f-9345-97e7092181d7.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/b233b2b9-13eb-457f-9345-97e7092181d7.png
3540,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/714980e5-0f72-4e27-ad26-f3c069946ea5.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/714980e5-0f72-4e27-ad26-f3c069946ea5.png
3559,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/d1db9f17-b92e-4035-90f3-18b33352f0bd.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/d1db9f17-b92e-4035-90f3-18b33352f0bd.png
3575,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/c955857b-b3e9-4c49-8b2b-b7e51cb22da1.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/c955857b-b3e9-4c49-8b2b-b7e51cb22da1.png
3589,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/85c94be0-be38-4dad-8931-d338fb20952b.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/85c94be0-be38-4dad-8931-d338fb20952b.png
3658,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/45859cbb-0877-43f2-9bf8-dfced9b4a01a.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/45859cbb-0877-43f2-9bf8-dfced9b4a01a.png
3690,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/f0fb8ce6-1d6d-45d6-8b7d-90ccce099719.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/f0fb8ce6-1d6d-45d6-8b7d-90ccce099719.png
3744,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/a65b8354-6c8d-4c11-9d88-47889df34eff.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/a65b8354-6c8d-4c11-9d88-47889df34eff.png
3782,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/0c1f8e70-1ba8-4ee9-ba58-864ffbf9618b.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/0c1f8e70-1ba8-4ee9-ba58-864ffbf9618b.png
3873,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/cce47627-48f9-4a89-a2ee-2104cf1b21e0.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/cce47627-48f9-4a89-a2ee-2104cf1b21e0.png
3971,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/95f21a89-5fcc-4224-8668-b0e025e9651d.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/95f21a89-5fcc-4224-8668-b0e025e9651d.png
3975,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/92e15cd6-3fb2-4910-a62e-289693ee0f60.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/92e15cd6-3fb2-4910-a62e-289693ee0f60.png
3997,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/b661098c-0d06-48b2-8dbd-9616a7cf21ca.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/b661098c-0d06-48b2-8dbd-9616a7cf21ca.png
4062,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/3b67bdbb-5b01-4637-afad-9b93867b1ab6.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/3b67bdbb-5b01-4637-afad-9b93867b1ab6.png
4077,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/d5f2e179-3cc8-4432-b213-643436a72ecd.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/d5f2e179-3cc8-4432-b213-643436a72ecd.png
4096,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/84f69d8b-2d7d-47a0-a704-685c2b4f0124.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/84f69d8b-2d7d-47a0-a704-685c2b4f0124.png
4161,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/3654eb08-f38b-40b2-9ee4-4c75b99afdd4.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/3654eb08-f38b-40b2-9ee4-4c75b99afdd4.png
4169,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/199f7a94-22a3-4984-a805-a86f60e26965.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/199f7a94-22a3-4984-a805-a86f60e26965.png
4172,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/fe6b55ad-5361-464c-85e4-54d69aae6f2b.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/fe6b55ad-5361-464c-85e4-54d69aae6f2b.png
4235,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/b4de3b38-2c2a-49a8-8f51-75e2041dfa3d.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/b4de3b38-2c2a-49a8-8f51-75e2041dfa3d.png
4290,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/d043a0cc-dc57-41f5-b87b-e8f9c4186a9d.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/d043a0cc-dc57-41f5-b87b-e8f9c4186a9d.png
4302,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/8d740583-a00d-41bb-90ec-6055b27438d0.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/8d740583-a00d-41bb-90ec-6055b27438d0.png
4308,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/71a41911-bfae-4400-9633-0ee5201c701c.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/71a41911-bfae-4400-9633-0ee5201c701c.png
4396,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/a633ca9b-96f4-4b3a-aad0-8bf4fc0d568d.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/a633ca9b-96f4-4b3a-aad0-8bf4fc0d568d.png
4416,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/06b52880-5c5b-494b-a8a7-1eec7c6c2ba1.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/06b52880-5c5b-494b-a8a7-1eec7c6c2ba1.png
4428,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/f163a017-8489-4197-affd-ae1c448d0fcd.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/f163a017-8489-4197-affd-ae1c448d0fcd.png
4443,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/d95f2fec-ac17-4ad8-bb6f-8abd3241726d.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/d95f2fec-ac17-4ad8-bb6f-8abd3241726d.png
4488,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/aed607e6-793a-406b-ab77-f260b498c721.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/aed607e6-793a-406b-ab77-f260b498c721.png
4496,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/b30b7405-f497-4e8b-8cd2-a896928811b9.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/b30b7405-f497-4e8b-8cd2-a896928811b9.png
4518,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/positive/24d5f6b8-bdf2-44fe-8bd1-ee8d9b6dfc29.png,/content/drive/MyDrive/solar_PV/data/Denmark/herlev/mask/24d5f6b8-bdf2-44fe-8bd1-ee8d9b6dfc29.png
4531,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/positive/addd12e0-9a9d-4656-89ae-52100c07df61.png,/content/drive/MyDrive/solar_PV/data/Denmark/gentofte/mask/addd12e0-9a9d-4656-89ae-52100c07df61.png
