,image_path,mask_path
159,/content/drive/MyDrive/solar_PV/data/France/google_all/img/AOXVR2D0BQHFPN.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/AOXVR2D0BQHFPN.png
163,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ZGAZI4DCCRHHBN.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/ZGAZI4DCCRHHBN.png
164,/content/drive/MyDrive/solar_PV/data/France/google_all/img/XIPYD5103CFNNZ.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/XIPYD5103CFNNZ.png
165,/content/drive/MyDrive/solar_PV/data/France/google_all/img/JUHIL915GOVEO.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/JUHIL915GOVEO.png
166,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/NJRTHBA7SZNDG.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/NJRTHBA7SZNDG.png
167,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MNUSV8FA9YUGSF.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/MNUSV8FA9YUGSF.png
168,/content/drive/MyDrive/solar_PV/data/France/google_all/img/YYXGS6989SPPLQ.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/YYXGS6989SPPLQ.png
170,/content/drive/MyDrive/solar_PV/data/France/google_all/img/KHXLO586AVEMEU.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/KHXLO586AVEMEU.png
171,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/VATCC1247CAMGU.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/VATCC1247CAMGU.png
172,/content/drive/MyDrive/solar_PV/data/France/google_all/img/KXGCY619DXNLTD.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/KXGCY619DXNLTD.png
173,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PPRGS3DDBJUXWC.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/PPRGS3DDBJUXWC.png
179,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/TRFNP4A0BRCVYH.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/TRFNP4A0BRCVYH.png
182,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OEREE42AFTZGKT.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/OEREE42AFTZGKT.png
183,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EHBQP53F7DNYTL.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/EHBQP53F7DNYTL.png
186,/content/drive/MyDrive/solar_PV/data/France/google_all/img/DRMJW317CTGHCC.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/DRMJW317CTGHCC.png
189,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HQWYE57F2CDCKF.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/HQWYE57F2CDCKF.png
190,/content/drive/MyDrive/solar_PV/data/France/google_all/img/APQUM7D7DUCWMI.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/APQUM7D7DUCWMI.png
191,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ARXBF1956PMBRG.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/ARXBF1956PMBRG.png
193,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MFQAS3A0ENPXSW.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/MFQAS3A0ENPXSW.png
197,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/CIGIP1464JWAUB.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/CIGIP1464JWAUB.png
198,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OFUIP4703SIMWG.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/OFUIP4703SIMWG.png
199,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/PGFEW6B14VNRZE.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/PGFEW6B14VNRZE.png
200,/content/drive/MyDrive/solar_PV/data/France/google_all/img/QATDN68DRRRTP.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/QATDN68DRRRTP.png
201,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/XCAYB437CEOSPQ.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/XCAYB437CEOSPQ.png
202,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RFXPR1C25VETMJ.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/RFXPR1C25VETMJ.png
203,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/NNEUF65A9PKQNB.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/NNEUF65A9PKQNB.png
205,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MFAZP7FFCCQTCG.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/MFAZP7FFCCQTCG.png
207,/content/drive/MyDrive/solar_PV/data/France/google_all/img/QWYLQ4525WDUMD.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/QWYLQ4525WDUMD.png
209,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/FYOYJ2025LFGGZ.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/FYOYJ2025LFGGZ.png
214,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PBWLK7F34LGVPL.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/PBWLK7F34LGVPL.png
216,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LOAPU8A9BFXTEF.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/LOAPU8A9BFXTEF.png
217,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/EPCCE3DA5RGRVL.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/EPCCE3DA5RGRVL.png
218,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/UWLSS30A1LQKOH.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/UWLSS30A1LQKOH.png
219,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/AIPZU3221PAUMK.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/AIPZU3221PAUMK.png
220,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OSIBG1RDEDJ.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/OSIBG1RDEDJ.png
223,/content/drive/MyDrive/solar_PV/data/France/google_all/img/OKSSV3615RIUXO.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/OKSSV3615RIUXO.png
225,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BDLBA54F3SAHKG.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/BDLBA54F3SAHKG.png
229,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/CTBXU3B5EZTKGV.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/CTBXU3B5EZTKGV.png
230,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LMJYS704FTMXKM.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/LMJYS704FTMXKM.png
232,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MZLLH71E2NBIHW.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/MZLLH71E2NBIHW.png
233,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/NEZSP54CFTRQGT.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/NEZSP54CFTRQGT.png
234,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/GKNRV7FBBONLNA.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/GKNRV7FBBONLNA.png
236,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ODTZT797FTLBUU.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/ODTZT797FTLBUU.png
238,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ZADTF383BIBGLP.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/ZADTF383BIBGLP.png
241,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ELZUT6309QFVMD.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/ELZUT6309QFVMD.png
242,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GTPKA4B43GDMRE.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/GTPKA4B43GDMRE.png
244,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MLDOI6A5AUZJEH.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/MLDOI6A5AUZJEH.png
245,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OAIIJ6C59YMLJN.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/OAIIJ6C59YMLJN.png
247,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JPNOK5858XPQUX.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/JPNOK5858XPQUX.png
248,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GHHQF8254QTCXR.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/GHHQF8254QTCXR.png
251,/content/drive/MyDrive/solar_PV/data/France/google_all/img/NXHDA2DE2WAFKW.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/NXHDA2DE2WAFKW.png
252,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ESNQW393DQKHDT.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/ESNQW393DQKHDT.png
253,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HJJTO1EAAIHTXT.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/HJJTO1EAAIHTXT.png
254,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BPGGI3DDAZIZKS.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/BPGGI3DDAZIZKS.png
256,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GDRYQ6E1FDRQXH.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/GDRYQ6E1FDRQXH.png
259,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZYSWJ1A1BGSNTW.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/ZYSWJ1A1BGSNTW.png
262,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/DZZEW9735EONKT.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/DZZEW9735EONKT.png
266,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/YLYYS6AECOHXS.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/YLYYS6AECOHXS.png
267,/content/drive/MyDrive/solar_PV/data/France/google_all/img/CQBPO3B57JDYYU.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/CQBPO3B57JDYYU.png
273,/content/drive/MyDrive/solar_PV/data/France/google_all/img/VUWLE6CF1PNRUR.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/VUWLE6CF1PNRUR.png
274,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HSZRF4851LBHGO.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/HSZRF4851LBHGO.png
276,/content/drive/MyDrive/solar_PV/data/France/google_all/img/WPHKM14CBVTYDX.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/WPHKM14CBVTYDX.png
279,/content/drive/MyDrive/solar_PV/data/France/google_all/img/WLXFB688AZLECR.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/WLXFB688AZLECR.png
280,/content/drive/MyDrive/solar_PV/data/France/google_all/img/RQMQE78C9SHIPB.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/RQMQE78C9SHIPB.png
281,/content/drive/MyDrive/solar_PV/data/France/google_all/img/CBBOO4BCCDMNSA.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/CBBOO4BCCDMNSA.png
282,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PJRNX802BFHSYU.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/PJRNX802BFHSYU.png
285,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EUIHF428NEEXR.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/EUIHF428NEEXR.png
289,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GQDEZ6AF5PGFZQ.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/GQDEZ6AF5PGFZQ.png
291,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FJOPF4E3JBRVS.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/FJOPF4E3JBRVS.png
293,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/BMAEJ2F57FYTFN.png,/content/drive/MyDrive/solar_PV/data/France/ign_all/mask/BMAEJ2F57FYTFN.png
295,/content/drive/MyDrive/solar_PV/data/France/google_all/img/QWVKC9A40OCWXL.png,/content/drive/MyDrive/solar_PV/data/France/google_all/mask/QWVKC9A40OCWXL.png
